grid_id,row,col,centroid_lat,centroid_lon,elevation_m,slope_deg,distance_to_river_m,road_density_km_per_km2,building_density_count_per_km2,susceptibility,flood_polygon_intersection,flood_polygon_source
G2019,20,19,-1.983962,30.023819,1574.0,8.46,102,13.01,224,0.5231142888717155,0,official
G2020,20,20,-1.983962,30.026067,1557.0,15.25,299,15.8,0,0.3251125780887268,0,official
G2021,20,21,-1.983962,30.028314,1615.0,23.66,174,9.63,0,0.34045404834061893,0,official
G2022,20,22,-1.983962,30.030561,1679.0,20.93,291,3.49,320,0.33711919222431247,0,official
G2023,20,23,-1.983962,30.032808,1781.0,9.41,514,13.12,256,0.3015934931067589,0,official
G2024,20,24,-1.983962,30.035055,1761.0,10.19,754,19.43,1280,0.22559821763634835,0,official
G2025,20,25,-1.983962,30.037302,1707.0,16.41,999,5.51,4336,0.09684629544982928,0,official
G2026,20,26,-1.983962,30.039549,1638.0,17.39,1246,1.54,5136,0.1149645396549025,0,official
G2100,21,0,-1.981716,29.981124,1362.0,1.79,102,9.37,0,0.8519588645330809,0,official
G2101,21,1,-1.981716,29.983371,1368.0,2.29,184,8.3,0,0.8048426042341943,0,official
G2102,21,2,-1.981716,29.985618,1362.0,4.48,316,4.41,0,0.7338875645837303,0,official
G2103,21,3,-1.981716,29.987865,1372.0,10.34,423,7.39,0,0.5770460214518138,0,official
G2104,21,4,-1.981716,29.990112,1414.0,12.14,478,2.45,0,0.45690269030852637,0,official
G2105,21,5,-1.981716,29.992359,1409.0,11.58,433,6.42,0,0.48700284791720727,0,official
G2106,21,6,-1.981716,29.994606,1424.0,8.15,254,7.21,0,0.577374592646978,0,official
G2107,21,7,-1.981716,29.996854,1362.0,9.42,208,2.71,0,0.6931928513508663,0,official
G2108,21,8,-1.981716,29.999101,1355.0,0.72,227,0.0,0,0.8412487815270431,1,official
G2109,21,9,-1.981716,30.001348,1356.0,0.16,53,0.0,0,0.9119911633131349,1,official
G2110,21,10,-1.981716,30.003595,1356.0,11.53,183,8.37,0,0.6905105062376424,1,official
G2111,21,11,-1.981716,30.005842,1458.0,12.71,422,5.87,896,0.471011825604084,0,official
G2112,21,12,-1.981716,30.008089,1468.0,3.37,664,12.43,1248,0.5044707681631752,0,official
G2113,21,13,-1.981716,30.010336,1475.0,1.22,692,7.91,464,0.49575179572391737,0,official
G2114,21,14,-1.981716,30.012584,1475.0,1.53,482,10.45,736,0.5791148364046078,0,official
G2115,21,15,-1.981716,30.014831,1478.0,1.86,311,6.84,608,0.6319108499123061,0,official
G2116,21,16,-1.981716,30.017078,1486.0,4.79,225,12.25,608,0.6176662465398071,0,official
G2117,21,17,-1.981716,30.019325,1505.0,7.14,220,11.13,352,0.5493153330179701,0,official
G2118,21,18,-1.981716,30.021572,1525.0,7.97,230,11.65,48,0.48628858508417994,0,official
G2119,21,19,-1.981716,30.023819,1507.0,15.61,271,9.15,64,0.4076282035530716,0,official
G2120,21,20,-1.981716,30.026067,1511.0,9.48,105,11.54,0,0.4877680560099389,0,official
G2121,21,21,-1.981716,30.028314,1516.0,18.74,58,0.0,0,0.4309437647955133,0,official
G2122,21,22,-1.981716,30.030561,1666.0,27.75,246,1.56,800,0.3701461292730818,0,official
G2123,21,23,-1.981716,30.032808,1779.0,12.74,490,6.86,80,0.2553258058710295,0,official
G2124,21,24,-1.981716,30.035055,1776.0,5.93,738,12.67,960,0.295571531840337,0,official
G2125,21,25,-1.981716,30.037302,1729.0,13.56,987,23.1,3312,0.11430945565890552,0,official
G2126,21,26,-1.981716,30.039549,1658.0,16.59,1236,7.82,3104,0.10985071623760513,0,official
G2200,22,0,-1.97947,29.981124,1372.0,2.7,117,11.54,0,0.8146999973884123,0,official
G2201,22,1,-1.97947,29.983371,1379.0,3.89,135,4.4,0,0.7802716797488348,0,official
G2202,22,2,-1.97947,29.985618,1397.0,9.45,384,1.56,0,0.5568446821832719,0,official
G2203,22,3,-1.97947,29.987865,1431.0,11.75,634,11.12,0,0.3699649905719107,0,official
G2204,22,4,-1.97947,29.990112,1457.0,6.46,709,16.61,0,0.3763395805172462,0,official
G2205,22,5,-1.97947,29.992359,1461.0,5.06,604,13.5,0,0.43579887377527143,0,official
G2206,22,6,-1.97947,29.994606,1443.0,7.08,478,11.16,0,0.4718260492118344,0,official
G2207,22,7,-1.97947,29.996854,1399.0,10.2,332,7.97,0,0.5612357518909246,0,official
G2208,22,8,-1.97947,29.999101,1356.0,5.03,90,0.0,0,0.8284792749923485,1,official
G2209,22,9,-1.97947,30.001348,1355.0,0.16,127,0.0,0,0.8933969154189044,1,official
G2210,22,10,-1.97947,30.003595,1355.0,9.87,311,3.64,96,0.720084100846399,1,official
G2211,22,11,-1.97947,30.005842,1442.0,11.08,528,3.08,592,0.4618814315978196,0,official
G2212,22,12,-1.97947,30.008089,1443.0,4.05,742,8.73,1072,0.5013577040360868,0,official
G2213,22,13,-1.97947,30.010336,1466.0,3.59,736,5.71,704,0.4716069588651763,0,official
G2214,22,14,-1.97947,30.012584,1462.0,4.35,599,9.98,672,0.5177911524808347,0,official
G2215,22,15,-1.97947,30.014831,1464.0,7.14,469,9.77,800,0.518734154383949,0,official
G2216,22,16,-1.97947,30.017078,1434.0,10.16,292,5.76,192,0.5622347163899262,0,official
G2217,22,17,-1.97947,30.019325,1439.0,10.76,142,4.29,192,0.6003343089693632,0,official
G2218,22,18,-1.97947,30.021572,1437.0,11.1,78,0.0,0,0.5709216550674001,0,official
G2219,22,19,-1.97947,30.023819,1435.0,5.37,35,1.42,0,0.6812886423332722,0,official
G2220,22,20,-1.97947,30.026067,1474.0,12.52,83,8.8,128,0.5455834640949773,0,official
G2221,22,21,-1.97947,30.028314,1546.0,22.2,237,0.0,752,0.4104287776907106,0,official
G2222,22,22,-1.97947,30.030561,1676.0,22.79,402,0.0,1168,0.3135054211030961,0,official
G2223,22,23,-1.97947,30.032808,1755.0,12.46,584,8.77,80,0.22877843687850158,0,official
G2224,22,24,-1.97947,30.035055,1775.0,2.72,803,11.02,304,0.30315671495188046,0,official
G2225,22,25,-1.97947,30.037302,1732.0,10.6,1037,26.21,1808,0.13402076842690688,0,official
G2226,22,26,-1.97947,30.039549,1683.0,11.83,1276,14.25,3600,0.1350982092097966,0,official
G2300,23,0,-1.977224,29.981124,1381.0,2.67,191,13.08,0,0.7706170384362687,0,official
G2301,23,1,-1.977224,29.983371,1391.0,5.87,195,6.73,0,0.6912834333091172,0,official
G2302,23,2,-1.977224,29.985618,1427.0,8.61,406,6.78,0,0.5063462226984546,0,official
G2303,23,3,-1.977224,29.987865,1457.0,6.07,645,14.64,0,0.4077460466285495,0,official
G2304,23,4,-1.977224,29.990112,1462.0,1.24,890,12.26,0,0.3783116509364601,0,official
G2305,23,5,-1.977224,29.992359,1451.0,4.78,722,14.38,0,0.41118330786284774,0,official
G2306,23,6,-1.977224,29.994606,1421.0,7.53,484,11.29,0,0.5050342536114206,0,official
G2307,23,7,-1.977224,29.996854,1385.0,7.78,249,9.16,0,0.6581125373067892,0,official
G2308,23,8,-1.977224,29.999101,1356.0,3.44,21,0.0,0,0.8784859068815853,1,official
G2309,23,9,-1.977224,30.001348,1355.0,0.16,232,0.0,0,0.8540069668929141,1,official
G2310,23,10,-1.977224,30.003595,1355.0,6.84,400,4.1,96,0.7344576111639074,1,official
G2311,23,11,-1.977224,30.005842,1415.0,13.52,621,5.66,576,0.4568559904871306,0,official
G2312,23,12,-1.977224,30.008089,1442.0,7.43,615,5.03,2816,0.496624297621178,0,official
G2313,23,13,-1.977224,30.010336,1450.0,8.77,498,3.58,416,0.4917416576172362,0,official
G2314,23,14,-1.977224,30.012584,1437.0,10.78,429,3.25,384,0.5066269362254117,0,official
G2315,23,15,-1.977224,30.014831,1422.0,11.12,248,6.68,512,0.6047442901749366,0,official
G2316,23,16,-1.977224,30.017078,1400.0,5.54,137,2.98,336,0.7690203676832604,0,official
G2317,23,17,-1.977224,30.019325,1410.0,3.17,62,11.51,0,0.7548142305548312,0,official
G2318,23,18,-1.977224,30.021572,1427.0,10.5,145,4.78,0,0.576437894576504,0,official
G2319,23,19,-1.977224,30.023819,1478.0,16.09,212,8.34,0,0.4164946084863224,0,official
G2320,23,20,-1.977224,30.026067,1507.0,13.99,278,3.78,0,0.37525197641234476,0,official
G2321,23,21,-1.977224,30.028314,1545.0,17.34,433,4.86,16,0.30533346695743196,0,official
G2322,23,22,-1.977224,30.030561,1645.0,20.3,589,4.77,848,0.2545141552561936,0,official
G2323,23,23,-1.977224,30.032808,1730.0,14.32,753,11.77,864,0.18617237585920274,0,official
G2324,23,24,-1.977224,30.035055,1770.0,3.02,933,20.46,160,0.2416518923269363,0,official
G2325,23,25,-1.977224,30.037302,1746.0,11.6,1140,20.74,1152,0.1171194212206819,0,official
G2326,23,26,-1.977224,30.039549,1695.0,12.28,1362,18.09,3056,0.13017736026107646,0,official
G2400,24,0,-1.974978,29.981124,1384.0,4.24,45,10.96,0,0.7971974703877461,0,official
G2401,24,1,-1.974978,29.983371,1402.0,5.8,240,6.93,0,0.6619712547804601,0,official
G2402,24,2,-1.974978,29.985618,1434.0,7.91,463,14.03,0,0.48023523330420276,0,official
G2403,24,3,-1.974978,29.987865,1471.0,4.04,656,14.86,0,0.4138471274270881,0,official
G2404,24,4,-1.974978,29.990112,1466.0,2.26,879,13.7,0,0.3641699672805356,0,official
G2405,24,5,-1.974978,29.992359,1453.0,3.26,688,11.23,0,0.44304262072707895,0,official
G2406,24,6,-1.974978,29.994606,1439.0,9.22,438,3.45,0,0.46050681013332095,0,official
G2407,24,7,-1.974978,29.996854,1378.0,9.55,188,8.91,0,0.6670377351281332,0,official
G2408,24,8,-1.974978,29.999101,1355.0,2.76,26,0.0,0,0.894460333390411,1,official
G2409,24,9,-1.974978,30.001348,1354.0,0.16,67,0.0,0,0.9265994592340793,1,official
G2410,24,10,-1.974978,30.003595,1356.0,0.58,316,3.54,16,0.8353599726439394,0,official
G2411,24,11,-1.974978,30.005842,1359.0,7.65,566,8.76,880,0.6689838183189118,0,official
G2412,24,12,-1.974978,30.008089,1388.0,10.43,430,6.07,2112,0.6194634820904898,0,official
G2413,24,13,-1.974978,30.010336,1389.0,10.6,277,2.05,560,0.6574180865192025,0,official
G2414,24,14,-1.974978,30.012584,1371.0,8.5,187,0.0,384,0.7596546734749774,0,official
G2415,24,15,-1.974978,30.014831,1373.0,5.89,97,1.29,192,0.8212218911780949,0,official
G2416,24,16,-1.974978,30.017078,1387.0,7.02,86,4.64,128,0.7738242741040229,0,official
G2417,24,17,-1.974978,30.019325,1433.0,12.93,201,7.24,336,0.576351570664227,0,official
G2418,24,18,-1.974978,30.021572,1500.0,15.36,382,4.46,352,0.3946119469978897,0,official
G2419,24,19,-1.974978,30.023819,1555.0,8.98,270,1.65,288,0.46042807655014134,0,official
G2420,24,20,-1.974978,30.026067,1579.0,10.91,271,4.5,0,0.36771465096900835,0,official
G2421,24,21,-1.974978,30.028314,1619.0,14.45,446,2.35,128,0.30502367861054264,0,official
G2422,24,22,-1.974978,30.030561,1675.0,12.87,670,16.39,432,0.2338889154050103,0,official
G2423,24,23,-1.974978,30.032808,1729.0,13.61,908,17.81,896,0.1375132203592181,0,official
G2424,24,24,-1.974978,30.035055,1796.0,9.15,1105,15.2,80,0.10472081161459293,0,official
G2425,24,25,-1.974978,30.037302,1802.0,12.53,1285,9.29,752,0.09237044562564835,0,official
G2426,24,26,-1.974978,30.039549,1721.0,18.96,1485,12.72,3872,0.08741743426549867,0,official
G2500,25,0,-1.972733,29.981124,1390.0,7.32,67,5.01,0,0.7165467501877321,0,official
G2501,25,1,-1.972733,29.983371,1400.0,5.27,112,10.0,32,0.7597447282269802,0,official
G2502,25,2,-1.972733,29.985618,1435.0,8.44,323,23.82,32,0.5593373977187074,0,official
G2503,25,3,-1.972733,29.987865,1472.0,4.02,564,7.26,0,0.4473149468117338,0,official
G2504,25,4,-1.972733,29.990112,1470.0,4.67,808,14.18,0,0.34934772699876193,0,official
G2505,25,5,-1.972733,29.992359,1460.0,4.6,683,13.63,0,0.4147821530521678,0,official
G2506,25,6,-1.972733,29.994606,1452.0,9.13,436,8.5,0,0.4426511398551585,0,official
G2507,25,7,-1.972733,29.996854,1380.0,11.15,197,6.76,0,0.6365324597850857,0,official
G2508,25,8,-1.972733,29.999101,1354.0,2.98,73,0.0,0,0.8844672148599604,1,official
G2509,25,9,-1.972733,30.001348,1354.0,0.23,172,0.0,0,0.8835108333936915,1,official
G2510,25,10,-1.972733,30.003595,1354.0,0.32,276,0.0,0,0.839028417291593,1,official
G2511,25,11,-1.972733,30.005842,1356.0,0.58,388,1.77,0,0.7732926937679153,0,official
G2512,25,12,-1.972733,30.008089,1355.0,3.78,342,6.99,576,0.8313150991329141,0,official
G2513,25,13,-1.972733,30.010336,1358.0,4.02,92,7.76,272,0.8921503003518954,0,official
G2514,25,14,-1.972733,30.012584,1364.0,4.15,53,4.26,0,0.8330646056650357,0,official
G2515,25,15,-1.972733,30.014831,1373.0,6.34,42,8.45,352,0.843302029872705,0,official
G2516,25,16,-1.972733,30.017078,1386.0,6.64,48,6.3,1088,0.8283148607451206,0,official
G2517,25,17,-1.972733,30.019325,1430.0,11.92,133,3.94,416,0.6229115498950284,0,official
G2518,25,18,-1.972733,30.021572,1490.0,5.94,146,3.74,96,0.5955210111244635,0,official
G2519,25,19,-1.972733,30.023819,1478.0,10.11,81,2.28,176,0.5707289378981143,0,official
G2520,25,20,-1.972733,30.026067,1579.0,17.16,126,7.65,576,0.44534763642941133,0,official
G2521,25,21,-1.972733,30.028314,1631.0,10.99,376,24.38,1440,0.3931802050906921,0,official
G2522,25,22,-1.972733,30.030561,1676.0,10.98,626,17.59,1344,0.28334557005880195,0,official
G2523,25,23,-1.972733,30.032808,1728.0,14.37,876,20.65,912,0.14326218707742613,0,official
G2524,25,24,-1.972733,30.035055,1804.0,11.65,1126,5.67,128,0.0742308455793859,0,official
G2525,25,25,-1.972733,30.037302,1828.0,7.83,1376,6.52,0,0.08056684063100591,0,official
G2526,25,26,-1.972733,30.039549,1752.0,18.64,1626,3.52,432,0.06094776965898456,0,official
G2600,26,0,-1.970487,29.981124,1445.0,14.39,213,14.91,0,0.4743977556297407,0,official
G2601,26,1,-1.970487,29.983371,1412.0,2.86,41,6.07,0,0.761791672740002,0,official
G2602,26,2,-1.970487,29.985618,1452.0,7.46,288,11.86,16,0.5586375436460004,0,official
G2603,26,3,-1.970487,29.987865,1468.0,3.01,537,18.2,0,0.47709502410186794,0,official
G2604,26,4,-1.970487,29.990112,1427.0,11.31,787,12.28,0,0.3253045233601384,0,official
G2605,26,5,-1.970487,29.992359,1417.0,9.77,692,12.35,0,0.3993449674638614,0,official
G2606,26,6,-1.970487,29.994606,1431.0,7.35,449,4.6,0,0.503047903081532,0,official
G2607,26,7,-1.970487,29.996854,1368.0,9.06,219,5.3,0,0.6826820466460459,0,official
G2608,26,8,-1.970487,29.999101,1355.0,1.39,85,5.48,0,0.8888905756286883,1,official
G2609,26,9,-1.970487,30.001348,1356.0,0.47,88,11.24,0,0.8877651485279457,1,official
G2610,26,10,-1.970487,30.003595,1354.0,0.23,37,9.85,0,0.9341550529271074,1,official
G2611,26,11,-1.970487,30.005842,1354.0,0.47,251,3.63,0,0.8464772317786754,1,official
G2612,26,12,-1.970487,30.008089,1355.0,0.11,416,0.43,0,0.7909308174951682,0,official
G2613,26,13,-1.970487,30.010336,1355.0,5.64,255,5.69,48,0.8030851214240383,0,official
G2614,26,14,-1.970487,30.012584,1404.0,11.93,286,2.56,720,0.622538723221737,0,official
G2615,26,15,-1.970487,30.014831,1424.0,11.54,240,13.26,2352,0.6156734635276325,0,official
G2616,26,16,-1.970487,30.017078,1399.0,4.29,217,6.34,816,0.7759635890626702,0,official
G2617,26,17,-1.970487,30.019325,1451.0,10.34,106,2.74,1520,0.6299688835101902,0,official
G2618,26,18,-1.970487,30.021572,1480.0,12.5,99,3.26,0,0.48295926090263935,0,official
G2619,26,19,-1.970487,30.023819,1560.0,22.12,169,10.31,16,0.394014755342466,0,official
G2620,26,20,-1.970487,30.026067,1600.0,8.61,289,21.02,656,0.4601509652132645,0,official
G2621,26,21,-1.970487,30.028314,1623.0,8.39,457,24.57,704,0.39722353480596867,0,official
G2622,26,22,-1.970487,30.030561,1672.0,12.44,678,14.65,2752,0.25361052014466906,0,official
G2623,26,23,-1.970487,30.032808,1733.0,16.63,914,18.04,672,0.10765093594547007,0,official
G2624,26,24,-1.970487,30.035055,1821.0,13.38,1156,0.0,0,0.010098997188876606,0,official
G2625,26,25,-1.970487,30.037302,1847.0,5.33,1400,5.56,0,0.12305338612943263,0,official
G2626,26,26,-1.970487,30.039549,1794.0,15.14,1647,3.1,0,0.0,0,official
